id,zip_code,name_th,name_en,latitude,longitude,DistrictId
100101,10200,พระบรมมหาราชวัง,Phra Borom Maha Ratchawang,13.751,100.492,1
100102,10200,วังบูรพาภิรมย์,Wang Burapha Phirom,13.744,100.499,1
100103,10200,วัดราชบพิธ,Wat Ratchabophit,13.75,100.499,1
100104,10200,สำราญราษฎร์,Samran Rat,13.751,100.503,1
100105,10200,ศาลเจ้าพ่อเสือ,San Chao Pho Suea,13.754,100.497,1
100106,10200,เสาชิงช้า,Sao Chingcha,13.753,100.5,1
100107,10200,บวรนิเวศ,Bowon Niwet,13.757,100.501,1
100108,10200,ตลาดยอด,Talat Yot,13.76,100.498,1
100109,10200,ชนะสงคราม,Chana Songkhram,13.762,100.495,1
100110,10200,บ้านพานถม,Ban Phan Thom,13.762,100.503,1
100111,10200,บางขุนพรหม,Bang Khun Phrom,13.765,100.505,1
100112,10200,วัดสามพระยา,Wat Sam Phraya,13.768,100.499,1
100201,10300,ดุสิต,Dusit,13.772,100.513,2
100202,10300,วชิรพยาบาล,Wachiraphayaban,13.778,100.505,2
100203,10300,สวนจิตรลดา,Suan Chit Lada,13.767,100.52,2
100204,10300,สี่แยกมหานาค,Si Yaek Maha Nak,13.758,100.517,2
100205,0,*บางซื่อ,*Bang Sue,13.789,100.522,2
100206,10300,ถนนนครไชยศรี,Thanon Nakhon Chai Si,13.823,100.897,2
100299,0,*สามเสนใน,*Sam Sen Nai,13.869,100.885,2
100301,10530,กระทุ่มราย,Krathum Rai,13.914,100.82,3
100302,10530,หนองจอก,Nong Chok,13.914,100.88,3
100303,10530,คลองสิบ,Khlong Sip,13.84,100.836,3
100304,10530,คลองสิบสอง,Khlong Sip Song,13.872,100.81,3
100305,10530,โคกแฝด,Khok Faet,13.797,100.844,3
100306,10530,คู้ฝั่งเหนือ,Khu Fang Nuea,13.781,100.877,3
100307,10530,ลำผักชี,Lam Phak Chi,13.734,100.52,3
100308,10530,ลำต้อยติ่ง,Lam Toiting,13.73,100.525,3
100401,10500,มหาพฤฒาราม,Maha Phruettharam,13.724,100.53,4
100402,10500,สีลม,Si Lom,13.727,100.527,4
100403,10500,สุริยวงศ์,Suriyawong,13.725,100.514,4
100404,10500,บางรัก,Bang Rak,13.868,100.606,4
100405,10500,สี่พระยา,Si Phraya,13.866,100.65,4
100501,0,*ลาดยาว,*Lad Yao,13.786,100.635,5
100502,10220,อนุสาวรีย์,Anusawari,13.756,100.66,5
100503,0,คลองถนน*,Khlong Thanon*,13.744,100.52,5
100504,0,*ตลาดบางเขน,*Talad Bang Khen,13.742,100.526,5
100505,0,*สีกัน,*See Kan,13.74,100.535,5
100506,0,สายไหม*,Sai Mai*,13.736,100.546,5
100507,0,*ทุ่งสองห้อง,*Thung Song Hong,13.743,100.514,5
100508,10220,ท่าแร้ง,Tha Raeng,13.749,100.512,5
100509,0,ออเงิน*,Or Ngern*,13.753,100.513,5
100599,0,*บางเขน,*Bang Khen,13.752,100.507,5
100601,10240,คลองจั่น,Khlong Chan,13.759,100.511,6
100602,0,วังทองหลาง*,Wang Thong Lang*,13.692,100.626,6
100603,0,*ลาดพร้าว,*Lad Prao,13.804,100.723,6
100604,0,*คลองกุ่ม,*Klong Khum,13.812,100.774,6
100605,0,*สะพานสูง,*Saphan Sung,13.723,100.771,6
100606,0,*คันนายาว,*Khan Na Yao,13.753,100.723,6
100607,0,*จรเข้บัว,*Chorakhe Bua,13.753,100.754,6
100608,10240,หัวหมาก,Hua Mak,13.765,100.817,6
100701,10330,รองเมือง,Rong Mueang,13.728,100.815,7
100702,10330,วังใหม่,Wang Mai,13.736,100.855,7
100703,10330,ปทุมวัน,Pathum Wan,13.682,100.533,7
100704,10330,ลุมพินี,Lumphini,13.697,100.544,7
100801,10100,ป้อมปราบ,Pom Prap,13.741,100.504,8
100802,10100,วัดเทพศิรินทร์,Wat Thep Sirin,13.739,100.511,8
100803,10100,คลองมหานาค,Khlong Maha Nak,13.734,100.513,8
100804,10100,บ้านบาตร,Ban Bat,13.782,100.545,8
100805,10100,วัดโสมนัส,Wat Sommanat,13.737,100.493,8
100899,0,*นางเลิ้ง,*Nang Lerng,13.731,100.49,8
100901,0,*คลองเตย,*Khlong Toei,13.72,100.482,9
100902,0,*คลองตัน,*Khlong Ton,13.707,100.486,9
100903,0,*พระโขนง,*Phra Kha Nong,13.715,100.473,9
100904,0,บางนา*,Ban Na*,null,null,9
100905,10260,บางจาก,Bang Chak,null,null,9
100906,0,*สวนหลวง,*Suan Luang,13.743,100.486,9
100907,0,*หนองบอน,*Nong Bon,13.733,100.475,9
100908,0,*ประเวศ,*Prawet,13.769,100.577,9
100909,0,*ดอกไม้,*Dok Mai,13.752,100.586,9
100997,0,*พระโขนง,*Phra Kha Nong,13.796,100.579,9
100998,0,*คลองตัน,*Khlong Ton,13.731,100.497,9
100999,0,*คลองเตย,*Khlong Toei,13.735,100.504,9
101001,10510,มีนบุรี,Min Buri,13.715,100.501,10
101002,10510,แสนแสบ,Saen Saep,13.725,100.508,10
101003,0,บางชัน*,Bang Chan*,13.76,100.456,10
101004,0,ทรายกองดิน*,Sai Kong Din*,13.789,100.459,10
101005,0,ทรายกองดินใต้*,Sai Kong Din Tai*,13.786,100.432,10
101006,0,สามวาตะวันออก*,Sam Wa Ta Wan Ook*,13.752,100.442,10
101007,0,สามวาตะวันตก*,Sam Wa Ta Wan Tok*,13.767,100.431,10
101101,10520,ลาดกระบัง,Lat Krabang,13.751,100.419,11
101102,10520,คลองสองต้นนุ่น,Khlong Song Ton Nun,13.759,100.481,11
101103,10520,คลองสามประเวศ,Khlong Sam Prawet,13.752,100.477,11
101104,10520,ลำปลาทิว,Lam Pla Thio,13.774,100.466,11
101105,10520,ทับยาว,Thap Yao,13.76,100.463,11
101106,10520,ขุมทอง,Khum Thong,13.772,100.477,11
101201,0,*ทุ่งวัดดอน,*Thung Wat Don,13.555,100.434,12
101202,0,*ยานนาวา,*Yan Nawa,13.605,100.395,12
101203,10120,ช่องนนทรี,Chong Nonsi,13.714,100.443,12
101204,10120,บางโพงพาง,Bang Phongphang,13.723,100.437,12
101205,0,*วัดพระยาไกร,*Pra Ya Krai,13.727,100.45,12
101206,0,*บางโคล่,*Bang Khlo,13.736,100.445,12
101207,0,*บางคอแหลม,*Bang Kho Laem,13.738,100.423,12
101208,0,*ทุ่งมหาเมฆ,*Tung Ma Ha Mek,13.722,100.464,12
101298,0,*บางโคล่,*Bang Khlo,13.727,100.457,12
101299,0,*บางคอแหลม,*Bang Kho Laem,13.68,100.358,12
101301,10100,จักรวรรดิ,Chakkrawat,13.714,100.351,13
101302,10100,สัมพันธวงศ์,Samphanthawong,13.67,100.51,13
101303,10100,ตลาดน้อย,Talat Noi,13.675,100.491,13
101401,10400,สามเสนใน,Samsen Nai,13.791,100.487,14
101402,0,*ถนนเพชรบุรี,*Thanon Phetchaburi,13.802,100.512,14
101403,0,*ทุ่งพญาไท,*Thung Phaya Thai,13.781,100.482,14
101404,0,*มักกะสัน,*Makkasan,13.774,100.492,14
101405,0,*ถนนพญาไท,*Thanon Phaya Thai,13.778,100.567,14
101499,0,*ทุ่งพญาไท,*Thung Phaya Thai,13.808,100.65,14
101501,10600,วัดกัลยาณ์,Wat Kanlaya,null,null,15
101502,10600,หิรัญรูจี,Hiran Ruchi,null,null,15
101503,10600,บางยี่เรือ,Bang Yi Ruea,13.71,100.532,15
101504,10600,บุคคโล,Bukkhalo,13.714,100.514,15
101505,10600,ตลาดพลู,Talat Phlu,13.718,100.541,15
101506,10600,ดาวคะนอง,Dao Khanong,13.82,100.529,15
101507,10600,สำเหร่,Samre,null,null,15
101599,0,*คลองสาน,*Klong Sarn,13.826,100.565,15
101601,10600,วัดอรุณ,Wat Arun,null,null,16
101602,10600,วัดท่าพระ,Wat Tha Phra,null,null,16
101701,10310,ห้วยขวาง,Huai Khwang,null,null,17
101702,10310,บางกะปิ,Bang Kapi,null,null,17
101703,0,*ดินแดง,*Din Dang,13.696,100.494,17
101704,10310,สามเสนนอก,Samsen Nok,13.706,100.508,17
101801,10600,สมเด็จเจ้าพระยา,Somdet Chao Phraya,13.694,100.516,18
101802,10600,คลองสาน,Khlong San,13.719,100.664,18
101803,10600,บางลำภูล่าง,Bang Lamphu Lang,13.687,100.656,18
101804,10600,คลองต้นไทร,Khlong Ton Sai,13.68,100.689,18
101901,10170,คลองชักพระ,Khlong Chak Phra,13.71,100.57,19
101902,10170,ตลิ่งชัน,Taling Chan,13.723,100.571,19
101903,10170,ฉิมพลี,Chimphli,13.707,100.595,19
101904,10170,บางพรม,Bang Phrom,13.726,100.628,19
101905,10170,บางระมาด,Bang Ramat,13.694,100.45,19
101906,0,ทวีวัฒนา*,Thawi Watthana*,13.702,100.476,19
101907,10170,บางเชือกหนัง,Bang Chueak Nang,13.672,100.468,19
101908,0,ศาลาธรรมสพน์*,Sala Thammasop*,13.693,100.468,19
102001,0,*บางพลัด,*Bang Phlat,13.925,100.593,20
102002,0,*บางบำหรุ,*Bang Bumru,null,null,20
102003,0,*บางอ้อ,*Bang Aor,null,null,20
102004,10700,ศิริราช,Siri Rat,13.763,100.53,20
102005,10700,บ้านช่างหล่อ,Ban Chang Lo,13.757,100.538,20
102006,10700,บางขุนนนท์,Bang Khun Non,13.752,100.559,20
102007,10700,บางขุนศรี,Bang Khun Si,13.752,100.528,20
102008,0,*บางยี่ขัน,*Bang Yikhan,13.811,100.612,20
102009,10700,อรุณอมรินทร์,Arun Ammarin,13.84,100.6,20
102097,0,*บางยี่ขัน,*Bang Yikhan,13.743,100.56,20
102098,0,*บางบำหรุ,*Bang Bumru,13.736,100.576,20
102099,0,*บางอ้อ,*Bang Aor,13.719,100.596,20
102101,0,*บางค้อ,*Bang Kho,13.698,100.409,21
102102,0,*จอมทอง,*Chom Thong,13.72,100.4,21
102103,0,*บางขุนเทียน,*Bang Khun Thian,13.741,100.385,21
102104,0,บางบอน*,Bang Bon*,13.683,100.396,21
102105,10150,ท่าข้าม,Tha Kham,13.883,100.564,21
102106,0,*บางมด,*Bang Mod,13.871,100.58,21
102107,10150,แสมดำ,Samae Dam,13.921,100.654,21
102201,10160,บางหว้า,Bang Wa,13.896,100.672,22
102202,10160,บางด้วน,Bang Duan,13.898,100.63,22
102203,10160,บางแค,Bang Kae,13.821,100.677,22
102204,10160,บางแคเหนือ,Bang Kae Nua,null,null,22
102205,10160,บางไผ่,Bang Phai,13.761,100.688,22
102206,10160,บางจาก,Bang Chak,13.779,100.609,22
102207,10160,บางแวก,Bang Waek,null,null,22
102208,10160,คลองขวาง,Khlong Khwang,null,null,22
102209,10160,ปากคลองภาษีเจริญ,Pak Khlong Phasi Charoen,null,null,22
102210,10160,คูหาสวรรค์,Khuha Sawan,13.889,100.708,22
102301,0,หลักสอง*,Lak Song*,13.896,100.76,23
102302,10160,หนองแขม,Nong Khaem,13.839,100.7,23
102303,10160,หนองค้างพลู,Nong Khang Phlu,13.854,100.745,23
102401,10140,ราษฎร์บูรณะ,Rat Burana,13.861,100.786,24
102402,10140,บางปะกอก,Bang Pakok,13.672,100.616,24
102403,10140,บางมด*,Bang Mod*,13.758,100.348,24
102404,10140,ทุ่งครุ*,Thung Khru*,13.783,100.39,24
102501,10700,บางพลัด,Bang Phlat,13.651,100.51,25
102502,10700,บางอ้อ,Bang O,13.614,100.497,25
102503,10700,บางบำหรุ,Bang Bamru,13.646,100.37,25
102504,10700,บางยี่ขัน,Bang Yi Khan,null,null,25
102601,10400,ดินแดง,Din Daeng,13.649,100.617,26
102701,10240,คลองกุ่ม,Khlong Kum,13.601,100.622,27
102702,10240,สะพานสูง,Saphan Sung,13.556,100.599,27
102703,10240,คันนายาว,Khan Na Yao,13.526,100.67,27
102801,10120,ทุ่งวัดดอน,Thung Wat Don,13.564,100.653,28
102802,10120,ยานนาวา,Yan Nawa,13.623,100.565,28
102803,10120,ทุ่งมหาเมฆ,Thung Maha Mek,null,null,28
102901,10800,บางซื่อ,Bang Sue,13.622,100.581,29
103001,10900,ลาดยาว,Lat Yao,null,null,30
103002,10900,เสนานิคม,Sena Nikhom,13.634,100.61,30
103003,10900,จันทรเกษม,Chan Kasem,13.572,100.621,30
103004,10900,จอมพล,Chom Phon,13.559,100.691,30
103005,10900,จตุจักร,Chatuchak,13.611,100.862,30
103101,10120,บางคอแหลม,Bang Kho Laem,13.639,100.904,31
103102,10120,วัดพระยาไกร,Wat Phraya Krai,13.574,100.9,31
103103,10120,บางโคล่,Bang Khlo,13.545,100.805,31
103201,10250,ประเวศ,Prawet,13.511,100.835,32
103202,10250,หนองบอน,Nong Bon,13.659,100.925,32
103203,10250,ดอกไม้,Dokmai,13.672,100.881,32
103204,10250,สวนหลวง,Suan Luang,13.624,100.935,32
103301,10110,คลองเตย,Khlong Toei,13.618,100.694,33
103302,10110,คลองตัน,Khlong Tan,13.642,100.662,33
103303,10110,พระโขนง,Phra Khanong,13.561,100.739,33
103304,10110,คลองเตยเหนือ,Khlong Toei Nua,13.623,100.755,33
103305,10110,คลองตันเหนือ,Khlong Tan Nua,13.681,100.733,33
103306,10110,พระโขนงเหนือ,Phra Khanong Nua,13.678,100.75,33
103401,10250,สวนหลวง,Suan Luang,13.671,100.52,34
103501,10150,บางขุนเทียน,Bang Khun Thian,null,null,35
103502,10150,บางค้อ,Bang Kho,13.616,100.536,35
103503,10150,บางมด,Bang Mot,13.631,100.526,35
103504,10150,จอมทอง,Chom Thong,13.645,100.546,35
103601,0,ตลาดบางเขน*,Bang Khen Market*,13.625,100.549,36
103602,10210,สีกัน,Si Kan,null,null,36
103603,0,ทุ่งสองห้อง*,Thung Song Hong *,13.679,100.558,36
103701,10400,ทุ่งพญาไท,Thung Phaya Thai,13.697,100.561,37
103702,10400,ถนนพญาไท,Thanon Phaya Thai,13.679,100.578,37
103703,10400,ถนนเพชรบุรี,Thanon Phetchaburi,13.666,100.566,37
103704,10400,มักกะสัน,Makkasan,13.693,100.577,37
103801,10230,ลาดพร้าว,Lat Phrao,13.665,100.545,38
103802,10230,จรเข้บัว,Chorakhe Bua,13.659,100.584,38
103901,10110,คลองเตยเหนือ,Khlong Toei Nuea,13.653,100.564,39
103902,10110,คลองตันเหนือ,Khlong Tan Nuea,13.53,100.494,39
103903,10110,พระโขนงเหนือ,Phra Khanong Nuea,13.571,100.476,39
104001,10160,บางแค,Bang Khae,13.539,100.559,40
104002,10160,บางแคเหนือ,Bang Khae Nuea,13.606,100.567,40
104003,10160,บางไผ่,Bang Phai,13.588,100.541,40
104004,10160,หลักสอง,Lak Song,13.6,100.815,40
104101,10210,ทุ่งสองห้อง,Thung Song Hong,13.689,100.799,41
104102,10210,ตลาดบางเขน,Talat Bang Khen,13.641,100.803,41
104201,10220,สายไหม,Sai Mai,13.842,100.494,42
104202,10220,ออเงิน,O Ngoen,13.85,100.509,42
104203,10220,คลองถนน,Khlong Thanon,13.835,100.516,42
104301,10230,คันนายาว,Khan Na Yao,13.869,100.491,43
104401,10240,สะพานสูง,Sapan Sung,13.884,100.501,44
104501,10310,วังทองหลาง,Wang Thonglang,13.823,100.492,45
104601,10510,สามวาตะวันตก,Sam Wa Tawantok,13.841,100.475,46
104602,10510,สามวาตะวันออก,Sam Wa Tawan-ok,13.835,100.438,46
104603,10510,บางชัน,Bang Chan,13.87,100.472,46
104604,10510,ทรายกองดิน,Sai Kong Din,13.859,100.464,46
104605,10510,ทรายกองดินใต้,Sai Kong Din Tai,13.802,100.476,46
104701,10260,บางนา,Bang Na,13.809,100.499,47
104801,10170,ทวีวัฒนา,Thawi Watthana,13.818,100.479,48
104802,10170,ศาลาธรรมสพน์,Sala Thammasop,13.811,100.453,48
104901,10140,บางมด,Bang Mot,13.821,100.444,49
104902,10140,ทุ่งครุ,Thung Khru,13.822,100.417,49
105001,10150,บางบอน,Bang Bon,13.806,100.434,50
110101,10270,ปากน้ำ,Pak Nam,13.814,100.402,52
110102,10270,สำโรงเหนือ,Samrong Nuea,13.81,100.358,52
110103,10270,บางเมือง,Bang Mueang,13.838,100.406,52
110104,10280,ท้ายบ้าน,Thai Ban,13.868,100.381,52
110105,0,*นาเกลือ,*Na Klua,13.854,100.434,52
110106,0,*แหลมฟ้าผ่า,*Laem Khapa,13.875,100.404,52
110107,0,*ในคลองบางปลากด,*Nai Klong Pla Kod,13.837,100.375,52
110108,10280,บางปูใหม่,Bang Pu Mai,13.861,100.333,52
110109,0,*ปากคลองบางปลากด,*Pak Klong Pa Kod,13.914,100.422,52
110110,10280,แพรกษา,Phraek Sa,13.944,100.39,52
110111,10270,บางโปรง,Bang Prong,13.878,100.438,52
110112,10270,บางปู,Bang Pu,13.907,100.351,52
110113,10270,บางด้วน,Bang Duan,13.964,100.401,52
110114,10270,บางเมืองใหม่,Bang Mueang Mai,13.97,100.416,52
110115,10270,เทพารักษ์,Thepharak,13.934,100.366,52
110116,10280,ท้ายบ้านใหม่,Thai Ban Mai,13.894,100.41,52
110117,10280,แพรกษาใหม่,Phraek Sa Mai,13.976,100.344,52
110194,0,*บางปูเก่า,*Bang Poo,14.088,100.329,52
110195,0,*ในคลองบางปลากด,*Nai Klong Pla Kod,13.906,100.322,52
110196,0,*ปากคลองบางปลากด,*Pak Klong Pa Kod,14.085,100.292,52
110197,0,*แหลมฟ้าผ่า,*Laem Khapa,14.005,100.287,52
110198,0,*บ้านคลองสวน,*Ban Klong Suan,14.004,100.306,52
110199,0,*นาเกลือ,*Na Klua,13.942,100.312,52
110201,10560,บางบ่อ,Bang Bo,13.912,100.506,53
110202,10560,บ้านระกาศ,Ban Rakat,13.896,100.521,53
110203,10560,บางพลีน้อย,Bang Phli Noi,13.93,100.546,53
110204,10560,บางเพรียง,Bang Phriang,13.927,100.516,53
110205,10550,คลองด่าน,Khlong Dan,13.931,100.492,53
110206,10560,คลองสวน,Khlong Suan,13.93,100.479,53
110207,10560,เปร็ง,Preng,13.894,100.48,53
110208,10560,คลองนิยมยาตรา,Khlong Niyom Yattra,13.91,100.472,53
110209,0,คลองนิยม*,Klong Niyom*,13.909,100.453,53
110301,10540,บางพลีใหญ่,Bang Phli Yai,13.959,100.45,54
110302,10540,บางแก้ว,Bang Kaeo,13.929,100.458,54
110303,10540,บางปลา,Bang Pla,13.902,100.55,54
110304,10540,บางโฉลง,Bang Chalong,14.012,100.528,54
110305,0,*บางเสาธง,*Bang Sao Thong,13.963,100.553,54
110306,0,*ศรีษะจรเข้ใหญ่,*Srisa Jorrakae Yai,14.001,100.558,54
110307,0,*ศรีษะจรเข้น้อย,*Srisa Jorrakae Noi,14.029,100.507,54
110308,10540,ราชาเทวะ,Racha Thewa,14.031,100.552,54
110309,10540,หนองปรือ,Nong Prue,13.967,100.523,54
110401,10130,ตลาด,Talat,13.963,100.495,55
110402,10130,บางพึ่ง,Bang Phueng,14.007,100.509,55
110403,10130,บางจาก,Bang Chak,13.99,100.487,55
110404,10130,บางครุ,Bang Khru,14.035,100.572,55
110405,10130,บางหญ้าแพรก,Bang Ya Phraek,13.988,100.594,55
110406,10130,บางหัวเสือ,Bang Hua Suea,13.983,100.537,55
110407,10130,สำโรงใต้,Samrong Tai,14.018,100.568,55
110408,10130,บางยอ,Bang Yo,13.963,100.59,55
110409,10130,บางกะเจ้า,Bang Kachao,14.066,100.607,55
110410,10130,บางน้ำผึ้ง,Bang Namphueng,14.079,100.642,55
110411,10130,บางกระสอบ,Bang Krasop,14.087,100.664,55
110412,10130,บางกอบัว,Bang Ko Bua,14.097,100.687,55
110413,10130,ทรงคนอง,Song Khanong,14.106,100.71,55
110414,10130,สำโรง,Samrong,14.117,100.733,55
110415,10130,สำโรงกลาง,Samrong Klang,14.125,100.75,55
110501,10290,นาเกลือ,Na Kluea,13.987,100.632,56
110502,10290,บ้านคลองสวน,Ban Khlong Suan,13.999,100.687,56
110503,10290,แหลมฟ้าผ่า,Laem Fa Pha,14.018,100.731,56
110504,10290,ปากคลองบางปลากด,Pak Klong Bang Pla Kot,14.036,100.779,56
110505,10290,ในคลองบางปลากด,Nai Khlong Bang Pla Kot,14.052,100.824,56
110601,10540,บางเสาธง,Bang Sao Thong,14.071,100.88,57
110602,10540,ศีรษะจรเข้น้อย,Sisa Chorakhe Noi,14.112,100.824,57
110603,10540,ศีรษะจรเข้ใหญ่,Sisa Chorakhe Yai,14.087,100.778,57
120101,11000,สวนใหญ่,Suan Yai,14.2,100.824,58
120102,11000,ตลาดขวัญ,Talat Khwan,14.172,100.778,58
120103,11000,บางเขน,Bang Khen,14.13,100.881,58
120104,11000,บางกระสอ,Bang Kraso,14.244,100.928,58
120105,11000,ท่าทราย,Tha Sai,14.223,100.866,58
120106,11000,บางไผ่,Bang Phai,14.059,100.396,58
120107,11000,บางศรีเมือง,Bang Si Mueang,14.006,100.41,58
120108,11000,บางกร่าง,Bang Krang,14.047,100.467,58
120109,11000,ไทรม้า,Sai Ma,14.068,100.437,58
120110,11000,บางรักน้อย,Bang Rak Noi,13.99,100.449,58
120201,11130,วัดชลอ,Wat Chalo,14.102,100.383,59
120202,11130,บางกรวย,Bang Kruai,14.034,100.359,59
120203,11130,บางสีทอง,Bang Si Thong,13.955,100.641,59
120204,11130,บางขนุน,Bang Khanun,13.958,100.685,59
120205,11130,บางขุนกอง,Bang Khun Kong,13.961,100.731,59
120206,11130,บางคูเวียง,Bang Khu Wiang,13.972,100.774,59
120207,11130,มหาสวัสดิ์,Maha Sawat,13.984,100.82,59
120208,11130,ปลายบาง,Plai Bang,13.973,100.861,59
120209,11130,ศาลากลาง,Sala Klang,14.029,100.862,59
120301,11140,บางม่วง,Bang Muang,13.975,100.896,60
120302,11140,บางแม่นาง,Bang Mae Nang,14.062,100.504,60
120303,11140,บางเลน,Bang Len,14.097,100.478,60
120304,11140,เสาธงหิน,Sao Thong Hin,14.052,100.529,60
120305,11140,บางใหญ่,Bang Yai,14.043,100.544,60
120306,11140,บ้านใหม่,Ban Mai,14.042,100.515,60
120401,11110,โสนลอย,Sano Loi,14.057,100.574,61
120402,11110,บางบัวทอง,Bang Bua Thong,14.067,100.546,61
120403,11110,บางรักใหญ่,Bang Rak Yai,14.084,100.539,61
120404,11110,บางคูรัด,Bang Khu Rat,14.105,100.567,61
120405,11110,ละหาร,Lahan,14.103,100.538,61
120406,11110,ลำโพ,Lam Pho,14.105,100.496,61
120407,11110,พิมลราช,Phimon Rat,14.349,100.551,61
120408,11110,บางรักพัฒนา,Bang Rak Phatthana,14.341,100.581,61
120501,11150,ไทรน้อย,Sai Noi,14.354,100.578,62
120502,11150,ราษฎร์นิยม,Rat Niyom,14.368,100.578,62
120503,11150,หนองเพรางาย,Nong Phrao Ngai,14.361,100.552,62
120504,11150,ไทรใหญ่,Sai Yai,14.356,100.589,62
120505,11150,ขุนศรี,Khun Si,14.31,100.532,62
120506,11150,คลองขวาง,Khlong Khwang,14.365,100.542,62
120507,11150,ทวีวัฒนา,Thawi Watthana,14.34,100.57,62
120601,11120,ปากเกร็ด,Pak Kret,14.391,100.558,63
120602,11120,บางตลาด,Bang Talat,14.331,100.554,63
120603,11120,บ้านใหม่,Ban Mai,14.39,100.539,63
120604,11120,บางพูด,Bang Phut,14.371,100.6,63
120605,11120,บางตะไนย์,Bang Tanai,14.376,100.548,63
120606,11120,คลองพระอุดม,Khlong Phra Udom,14.39,100.521,63
120607,11120,ท่าอิฐ,Tha It,14.389,100.582,63
120608,11120,เกาะเกร็ด,Ko Kret,14.334,100.595,63
120609,11120,อ้อมเกร็ด,Om Kret,14.371,100.563,63
120610,11120,คลองข่อย,Khlong Khoi,14.318,100.579,63
120611,11120,บางพลับ,Bang Phlap,14.347,100.529,63
120612,11120,คลองเกลือ,Khlong Kluea,null,null,63
130101,12000,บางปรอก,Bang Parok,14.566,100.719,66
130102,12000,บ้านใหม่,Ban Mai,14.55,100.741,66
130103,12000,บ้านกลาง,Ban Klang,14.548,100.764,66
130104,12000,บ้านฉาง,Ban Chang,14.567,100.698,66
130105,12000,บ้านกระแชง,Ban Krachaeng,14.532,100.7,66
130106,12000,บางขะแยง,Bang Khayaeng,14.541,100.67,66
130107,12000,บางคูวัด,Bang Khu Wat,14.519,100.676,66
130108,12000,บางหลวง,Bang Luang,14.504,100.692,66
130109,12000,บางเดื่อ,Bang Duea,14.512,100.732,66
130110,12000,บางพูด,Bang Phut,14.543,100.717,66
130111,12000,บางพูน,Bang Phun,14.469,100.622,66
130112,12000,บางกะดี,Bang Kadi,14.511,100.652,66
130113,12000,สวนพริกไทย,Suan Phrikthai,14.406,100.603,66
130114,12000,หลักหก,Lak Hok,14.458,100.655,66
130201,12120,คลองหนึ่ง,Khlong Nueng,14.44,100.62,67
130202,12120,คลองสอง,Khlong Song,14.466,100.589,67
130203,12120,คลองสาม,Khlong Sam,14.483,100.613,67
130204,12120,คลองสี่,Khlong Si,14.503,100.619,67
130205,12120,คลองห้า,Khlong Ha,14.423,100.64,67
130206,12120,คลองหก,Khlong Hok,14.424,100.604,67
130207,12120,คลองเจ็ด,Khlong Chet,14.489,100.675,67
130301,12130,ประชาธิปัตย์,Prachathipat,14.485,100.65,68
130302,12130,บึงยี่โถ,Bueng Yitho,14.191,100.48,68
130303,12110,รังสิต,Rangsit,14.212,100.465,68
130304,12110,ลำผักกูด,Lam Phak Kut,14.213,100.522,68
130305,12110,บึงสนั่น,Bueng Sanan,14.232,100.507,68
130306,12110,บึงน้ำรักษ์,Bueng Nam Rak,14.315,100.462,68
130401,12170,บึงบา,Bueng Ba,14.299,100.445,69
130402,12170,บึงบอน,Bueng Bon,14.305,100.472,69
130403,12170,บึงกาสาม,Bueng Ka Sam,14.287,100.48,69
130404,12170,บึงชำอ้อ,Bueng Cham O,14.278,100.453,69
130405,12170,หนองสามวัง,Nong Sam Wang,14.279,100.505,69
130406,12170,ศาลาครุ,Sala Khru,null,null,69
130407,12170,นพรัตน์,Noppharat,14.252,100.505,69
130501,12140,ระแหง,Rahaeng,14.259,100.474,70
130502,12140,ลาดหลุมแก้ว,Lat Lum Kaeo,14.222,100.432,70
130503,12140,คูบางหลวง,Khu Bang Luang,14.188,100.435,70
130504,12140,คูขวาง,Khu Khwang,14.164,100.473,70
130505,12140,คลองพระอุดม,Khlong Phra Udom,14.141,100.49,70
130506,12140,บ่อเงิน,Bo Ngoen,14.236,100.46,70
130507,12140,หน้าไม้,Na Mai,14.186,100.519,70
130601,12130,คูคต,Khu Khot,14.161,100.522,71
130602,12150,ลาดสวาย,Lat Sawai,null,null,71
130603,12150,บึงคำพร้อย,Bueng Kham Phroi,14.134,100.561,71
130604,12150,ลำลูกกา,Lam Luk Ka,14.123,100.492,71
130605,12150,บึงทองหลาง,Bueng Thonglang,14.41,100.464,71
130606,12150,ลำไทร,Lam Sai,14.39,100.497,71
130607,12150,บึงคอไห,Bueng Kho Hai,14.407,100.486,71
130608,12150,พืชอุดม,Phuet Udom,14.363,100.486,71
130701,12160,บางเตย,Bang Toei,14.364,100.505,72
130702,12160,คลองควาย,Khlong Khwai,14.347,100.485,72
130703,12160,สามโคก,Sam Khok,14.347,100.457,72
130704,12160,กระแชง,Krachaeng,14.328,100.482,72
130705,12160,บางโพธิ์เหนือ,Bang Pho Nuea,14.339,100.438,72
130706,12160,เชียงรากใหญ่,Chiang Rak Yai,14.375,100.432,72
130707,12160,บ้านปทุม,Ban Pathum,14.388,100.424,72
130708,12160,บ้านงิ้ว,Ban Ngio,14.403,100.433,72
130709,12160,เชียงรากน้อย,Chiang Rak Noi,14.419,100.43,72
130710,12160,บางกระบือ,Bang Krabue,14.436,100.439,72
130711,12160,ท้ายเกาะ,Thai Ko,14.429,100.461,72
140101,13000,ประตูชัย,Pratu Chai,14.436,100.492,74
140102,13000,กะมัง,Kamang,14.241,100.598,74
